Order,Material,REL Date,FO Due Date,CNF Date,DLV Date,Quantity of goods received,Ord.quantity
FO6267225,PN 67856,2022-01-05,2022-01-07,2022-01-06,2022-01-06,50,
FO6267243,PN 67449,2022-01-05,2022-01-07,2022-01-06,2022-01-06,50,
FO6267262,PN 63896,2022-01-05,2022-01-07,2022-01-06,2022-01-06,50,
FO6267265,PN 66927,2022-01-05,2022-01-07,2022-01-06,2022-01-06,50,
FO6267259,PN 60741,2022-01-05,2022-01-07,2022-01-07,2022-01-07,60,
FO6264262,PN 64058,2022-01-06,2022-01-07,2022-01-07,2022-01-07,15,
FO6264269,PN 68975,2022-01-06,2022-01-07,2022-01-07,2022-01-07,15,
FO6264279,PN 67442,2022-01-06,2022-01-07,2022-01-07,2022-01-07,5,
FO6264272,PN 68237,2022-01-06,2022-01-10,2022-01-06,2022-01-06,5,
FO6264277,PN 66915,2022-01-06,2022-01-07,2022-01-06,2022-01-06,1,
FO6264243,PN 68864,2022-01-06,2022-01-07,2022-01-07,2022-01-07,1,
FO6267720,PN 67619,2022-01-06,2022-01-11,2022-01-07,2022-01-07,8,
FO6267729,PN 64361,2022-01-06,2022-01-07,2022-01-07,2022-01-07,8,
FO6267727,PN 64928,2022-01-06,2022-01-07,2022-01-07,2022-01-07,3,
FO6267726,PN 64144,2022-01-06,2022-01-06,2022-01-06,2022-01-06,3,
FO6267770,PN 67494,2022-01-06,2022-01-07,2022-01-07,2022-01-07,2,
FO6267779,PN 67673,2022-01-06,2022-01-10,2022-01-06,2022-01-06,2,
FO6267772,PN 67680,2022-01-06,2022-01-10,2022-01-07,2022-01-07,2,
FO6267742,PN 66900,2022-01-06,2022-01-07,2022-01-07,2022-01-07,10,
FO6267743,PN 69712,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267430,PN 66723,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267436,PN 64912,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267437,PN 65939,2022-01-06,2022-01-11,2022-01-07,2022-01-07,50,
FO6267432,PN 67720,2022-01-06,2022-01-11,2022-01-07,2022-01-07,50,
FO6267439,PN 64216,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267420,PN 66511,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267429,PN 67539,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6267427,PN 67856,2022-01-06,2022-01-10,2022-01-07,2022-01-07,50,
FO6266990,PN 66087,2022-01-07,2022-01-07,2022-01-07,2022-01-07,10,
FO6266965,PN 64912,2022-01-07,2022-01-10,2022-01-07,2022-01-07,50,
FO6266952,PN 65889,2022-01-07,2022-01-10,2022-01-07,2022-01-07,50,
FO6222779,PN 60169,2021-11-01,2022-01-13,2022-01-12,2022-01-11,15,
FO6222200,PN 52724,2021-11-01,2022-01-13,2022-01-12,2022-01-12,12,
FO6227435,PN 57036,2021-11-03,2022-01-13,2022-01-12,2022-01-11,12,
FO6227436,PN 54958,2021-11-03,2022-01-13,2022-01-12,2022-01-11,16,
FO6227437,PN 54958,2021-11-03,2022-01-13,2022-01-12,2022-01-11,15,
FO6227432,PN 54958,2021-11-03,2022-01-13,2022-01-12,2022-01-11,11,
FO6226659,PN 63275,2021-11-10,2022-01-13,2022-01-13,2022-01-13,1,
FO6226572,PN 60733,2021-11-11,2022-01-12,2022-01-12,2022-01-12,25,
FO6226579,PN 60996,2021-11-11,2022-01-12,2022-01-12,2022-01-12,25,
FO6226260,PN 60933,2021-11-11,2022-01-12,2022-01-12,2022-01-12,25,
FO6270005,PN 55198,2021-11-19,2022-01-20,2022-01-13,2022-01-14,24,
FO6270656,PN 54013,2021-11-22,2022-01-11,2022-01-11,2022-01-11,30,
FO6279996,PN 61040,2021-11-29,2021-12-10,2021-12-10,2022-01-12,"1,169.00",
FO6272096,PN 58775,2021-11-26,2022-01-12,2022-01-12,2022-01-12,37,
FO6272243,PN 51417,2021-11-30,2022-01-13,2022-01-12,2022-01-12,34,
FO6272277,PN 54040,2021-11-30,2022-01-13,2022-01-12,2022-01-12,20,
FO6272272,PN 59696,2021-11-30,2022-01-12,2022-01-12,2022-01-12,43,
FO6243295,PN 63087,2021-12-06,2022-01-10,2022-01-10,2022-01-10,4,
FO6242436,PN 59666,2021-12-07,2022-01-10,2022-01-10,2022-01-10,18,
FO6243906,PN 56731,2021-12-09,2022-01-10,2022-01-10,2022-01-10,8,
FO6243966,PN 63087,2021-12-09,2022-01-11,2022-01-11,2022-01-11,4,
FO6243969,PN 63087,2021-12-09,2022-01-14,2022-01-14,2022-01-14,4,
FO6243790,PN 63087,2021-12-09,2022-01-14,2022-01-14,2022-01-14,4,
FO6243243,PN 55385,2021-12-09,2022-01-10,2022-01-10,2022-01-10,23,
FO6243267,PN 58061,2021-12-09,2022-01-10,2022-01-10,2022-01-11,48,
FO6243250,PN 57320,2021-12-09,2022-01-13,2022-01-13,2022-01-13,96,
FO6243772,PN 70484,2021-12-09,2022-01-11,2022-01-11,2022-01-13,1,
FO6243957,PN 51666,2021-12-10,2022-01-14,2022-01-14,2022-01-14,14,
FO6277296,PN 62464,2021-12-13,2022-01-12,2022-01-12,2022-01-12,1,
FO6277706,PN 62208,2021-12-13,2022-01-13,2022-01-13,2022-01-13,4,
FO6277702,PN 62208,2021-12-13,2022-01-14,2022-01-14,2022-01-14,4,
FO6277796,PN 62489,2021-12-13,2022-01-13,2022-01-13,2022-01-13,4,
FO6277729,PN 56751,2021-12-13,2022-01-14,2022-01-14,2022-01-15,29,
FO6277727,PN 55278,2021-12-13,2022-01-13,2022-01-13,2022-01-13,46,
FO6277726,PN 58655,2021-12-13,2022-01-10,2022-01-10,2022-01-10,15,
FO6274396,PN 61588,2021-12-13,2022-01-05,2022-01-05,2022-01-12,414,
FO6277720,PN 60614,2021-12-14,2022-01-14,2022-01-14,2022-01-15,27,
FO6277202,PN 52072,2021-12-14,2022-01-14,2022-01-13,2022-01-13,96,
FO6277295,PN 60234,2021-12-14,2022-01-13,2022-01-13,2022-01-13,47,
FO6277252,PN 70281,2021-12-14,2022-01-04,2022-01-04,2022-01-11,1,
FO6272907,PN 55924,2021-12-15,2022-01-10,2022-01-10,2022-01-10,32,
FO6272990,PN 55882,2021-12-15,2022-01-10,2022-01-10,2022-01-10,16,
FO6272979,PN 58706,2021-12-15,2022-01-10,2022-01-10,2022-01-10,15,
FO6272299,PN 55198,2021-12-15,2022-01-19,2022-01-12,2022-01-12,1,
FO6272279,PN 55198,2021-12-15,2022-01-28,,2022-01-14,1,
FO6272267,PN 61162,2021-12-15,2022-01-11,2022-01-11,2022-01-11,108,
FO6272562,PN 59274,2021-12-16,2022-01-10,2022-01-10,2022-01-10,15,
FO6272572,PN 56910,2021-12-16,2022-01-12,2022-01-12,2022-01-12,9,
FO6272577,PN 56029,2021-12-16,2022-01-14,2022-01-14,2022-01-14,20,
FO6272627,PN 62890,2021-12-16,2022-01-12,2022-01-12,2022-01-12,1,
FO6272670,PN 69931,2021-12-16,2022-01-07,2022-01-07,2022-01-11,1,
FO6272662,PN 70281,2021-12-16,2022-01-07,2022-01-07,2022-01-13,1,
FO6272667,PN 70281,2021-12-16,2022-01-07,2022-01-07,2022-01-14,1,
FO6272666,PN 70546,2021-12-16,2022-01-07,2022-01-07,2022-01-13,1,
FO6272665,PN 70107,2021-12-16,2022-01-07,2022-01-07,2022-01-11,1,
FO6272779,PN 55636,2021-12-16,2022-01-12,2022-01-11,2022-01-11,3,
FO6272770,PN 61290,2021-12-16,2022-01-11,2022-01-11,2022-01-11,20,
FO6272426,PN 51875,2021-12-16,2022-01-13,2022-01-13,2022-01-13,47,
FO6279079,PN 52731,2021-12-17,2022-01-11,2022-01-11,2022-01-11,4,
FO6279096,PN 53999,2021-12-17,2022-01-10,2022-01-10,2022-01-10,26,
FO6279967,PN 62886,2021-12-17,2022-01-11,2022-01-11,2022-01-11,4,
FO6279966,PN 62886,2021-12-17,2022-01-11,2022-01-11,2022-01-11,4,
FO6279965,PN 62886,2021-12-17,2022-01-11,2022-01-11,2022-01-11,4,
FO6279550,PN 54671,2021-12-20,2022-01-07,2022-01-07,2022-01-10,1,
FO6279543,PN 62841,2021-12-20,2022-01-11,2022-01-11,2022-01-11,2,
FO6279526,PN 63131,2021-12-20,2022-01-12,2022-01-12,2022-01-13,4,
FO6279525,PN 63013,2021-12-20,2022-01-10,2022-01-10,2022-01-10,4,
FO6279590,PN 62904,2021-12-20,2022-01-13,2022-01-13,2022-01-13,4,
FO6279596,PN 69931,2021-12-20,2022-01-10,2022-01-10,2022-01-10,1,
FO6260007,PN 52283,2021-12-21,2022-01-12,2022-01-11,2022-01-11,9,
FO6260050,PN 62623,2021-12-21,2022-01-11,2022-01-11,2022-01-11,1,
FO6260057,PN 70002,2021-12-21,2022-01-11,2022-01-11,2022-01-11,6,
FO6260055,PN 63131,2021-12-21,2022-01-17,,2022-01-14,3,
FO6260052,PN 62890,2021-12-21,2022-01-14,2022-01-14,2022-01-14,1,
FO6260026,PN 53737,2021-12-21,2022-01-12,2022-01-12,2022-01-12,4,
FO6260796,PN 70536,2021-12-21,2022-01-11,2022-01-11,2022-01-12,1,
FO6260266,PN 61277,2021-12-21,2022-01-11,2022-01-11,2022-01-11,1,
FO6260269,PN 61277,2021-12-21,2022-01-11,2022-01-11,2022-01-11,1,
FO6260652,PN 62495,2021-12-22,2022-01-11,2022-01-11,2022-01-11,1,
FO6260677,PN 62287,2021-12-22,2022-01-11,2022-01-11,2022-01-11,15,
FO6260643,PN 62623,2021-12-22,2022-01-11,2022-01-11,2022-01-11,1,
FO6260642,PN 62927,2021-12-22,2022-01-10,2022-01-10,2022-01-10,1,
FO6260620,PN 62637,2021-12-22,2022-01-13,2022-01-13,2022-01-13,1,
FO6260629,PN 62637,2021-12-22,2022-01-12,2022-01-12,2022-01-12,1,
FO6260622,PN 70536,2021-12-22,2022-01-13,2022-01-13,2022-01-13,1,
FO6260502,PN 61224,2021-12-22,2022-01-10,2022-01-10,2022-01-10,100,
FO6260509,PN 61762,2021-12-22,2022-01-10,2022-01-10,2022-01-10,300,
FO6260550,PN 61687,2021-12-22,2022-01-10,2022-01-10,2022-01-10,146,
FO6260520,PN 55205,2021-12-22,2022-01-11,2022-01-11,2022-01-12,56,
FO6260720,PN 64801,2021-12-23,2022-01-10,2022-01-10,2022-01-10,10,
FO6262596,PN 60535,2022-01-04,2022-01-14,2022-01-14,2022-01-14,2,
FO6262599,PN 57891,2022-01-04,2022-01-10,2022-01-10,2022-01-10,1,
FO6262665,PN 70281,2022-01-04,2022-01-12,2022-01-12,2022-01-14,1,
FO6262667,PN 70107,2022-01-04,2022-01-12,2022-01-12,2022-01-14,1,
FO6262669,PN 62564,2022-01-04,2022-01-12,2022-01-12,2022-01-12,1,
FO6262650,PN 62564,2022-01-04,2022-01-13,2022-01-13,2022-01-13,1,
FO6262659,PN 63278,2022-01-04,2022-01-14,2022-01-14,2022-01-14,2,
FO6262652,PN 63150,2022-01-04,2022-01-12,2022-01-12,2022-01-12,15,
FO6262657,PN 62623,2022-01-04,2022-01-11,2022-01-11,2022-01-11,1,
FO6262656,PN 62927,2022-01-04,2022-01-12,2022-01-12,2022-01-12,1,
FO6262655,PN 62927,2022-01-04,2022-01-11,2022-01-11,2022-01-11,1,
FO6262670,PN 57235,2022-01-04,2022-01-10,2022-01-10,2022-01-10,,
FO6262642,PN 54845,2022-01-04,2022-01-10,2022-01-10,2022-01-10,2,
FO6262643,PN 55230,2022-01-04,2022-01-13,2022-01-13,2022-01-13,5,
FO6262620,PN 58940,2022-01-04,2022-01-10,2022-01-10,2022-01-10,2,
FO6262625,PN 55816,2022-01-04,2022-01-12,2022-01-12,2022-01-12,1,
FO6262690,PN 53149,2022-01-04,2022-01-07,2022-01-07,2022-01-10,2,
FO6262695,PN 58881,2022-01-04,2022-01-10,2022-01-10,2022-01-10,20,
FO6262430,PN 59413,2022-01-04,2022-01-10,2022-01-10,2022-01-10,8,
FO6262777,PN 52430,2022-01-04,2022-01-12,2022-01-12,2022-01-12,10,
FO6262742,PN 59399,2022-01-04,2022-01-10,2022-01-10,2022-01-10,17,
FO6262290,PN 64760,2022-01-04,2022-01-10,2022-01-10,2022-01-10,20,
FO6262260,PN 52303,2022-01-04,2022-01-13,2022-01-13,2022-01-14,,
FO6262269,PN 55499,2022-01-04,2022-01-11,2022-01-11,2022-01-11,24,
FO6262267,PN 54046,2022-01-04,2022-01-14,2022-01-14,2022-01-14,8,
FO6262250,PN 54006,2022-01-04,2022-01-10,2022-01-10,2022-01-10,5,
FO6262259,PN 51413,2022-01-04,2022-01-12,2022-01-12,2022-01-12,3,
FO6262257,PN 58731,2022-01-04,2022-01-12,2022-01-12,2022-01-12,1,
FO6262256,PN 59346,2022-01-04,2022-01-10,2022-01-10,2022-01-11,2,
FO6262226,PN 61613,2022-01-04,2022-01-10,2022-01-10,2022-01-10,9,
FO6262900,PN 54658,2022-01-04,2022-01-10,2022-01-10,2022-01-10,6,
FO6262909,PN 54870,2022-01-04,2022-01-10,2022-01-10,2022-01-10,6,
FO6262907,PN 55048,2022-01-04,2022-01-12,2022-01-12,2022-01-12,13,
FO6262906,PN 60144,2022-01-04,2022-01-12,2022-01-12,2022-01-12,5,
FO6262905,PN 53251,2022-01-04,2022-01-10,2022-01-10,2022-01-10,4,
FO6262990,PN 55077,2022-01-04,2022-01-10,2022-01-10,2022-01-10,27,
FO6262999,PN 52164,2022-01-04,2022-01-13,2022-01-13,2022-01-13,34,
FO6262979,PN 60363,2022-01-04,2022-01-14,,2022-01-13,15,
FO6262996,PN 52711,2022-01-04,2022-01-12,2022-01-12,2022-01-12,30,
FO6262995,PN 58069,2022-01-04,2022-01-10,2022-01-10,2022-01-10,57,
FO6262790,PN 54861,2022-01-04,2022-01-13,2022-01-13,2022-01-13,13,
FO6267079,PN 53457,2022-01-05,2022-01-11,2022-01-11,2022-01-11,1,
FO6267099,PN 52809,2022-01-05,2022-01-07,2022-01-07,2022-01-10,1,
FO6267999,PN 70281,2022-01-05,2022-01-13,2022-01-13,2022-01-15,1,
FO6267979,PN 70281,2022-01-05,2022-01-13,2022-01-13,2022-01-14,1,
FO6267790,PN 59602,2022-01-05,2022-01-11,2022-01-11,2022-01-11,2,
FO6267799,PN 54990,2022-01-05,2022-01-11,2022-01-11,2022-01-11,1,
FO6267792,PN 60110,2022-01-05,2022-01-11,2022-01-11,2022-01-12,1,
FO6267797,PN 60024,2022-01-05,2022-01-13,2022-01-13,2022-01-13,1,
FO6267960,PN 53592,2022-01-05,2022-01-12,2022-01-12,2022-01-12,24,
FO6267969,PN 57066,2022-01-05,2022-01-13,2022-01-13,2022-01-13,10,
FO6267962,PN 60190,2022-01-05,2022-01-11,2022-01-11,2022-01-11,16,
FO6267967,PN 58554,2022-01-05,2022-01-13,2022-01-13,2022-01-13,6,
FO6267950,PN 59173,2022-01-05,2022-01-12,2022-01-12,2022-01-12,16,
FO6267959,PN 54110,2022-01-05,2022-01-13,2022-01-13,2022-01-13,24,
FO6267957,PN 53784,2022-01-05,2022-01-15,2022-01-15,2022-01-15,20,
FO6267956,PN 56353,2022-01-05,2022-01-15,2022-01-15,2022-01-15,89,
FO6267966,PN 62637,2022-01-05,2022-01-14,2022-01-14,2022-01-14,1,
FO6267990,PN 57170,2022-01-05,2022-01-17,2022-01-14,2022-01-14,17,
FO6267995,PN 52833,2022-01-05,2022-01-12,2022-01-12,2022-01-12,4,
FO6267205,PN 69499,2022-01-05,2022-01-10,2022-01-10,2022-01-10,5,
FO6267290,PN 65275,2022-01-05,2022-01-12,2022-01-12,2022-01-12,2,
FO6267295,PN 65787,2022-01-05,2022-01-11,2022-01-11,2022-01-11,50,
FO6267229,PN 68900,2022-01-05,2022-01-11,2022-01-11,2022-01-11,50,
FO6267226,PN 66462,2022-01-05,2022-01-15,2022-01-15,2022-01-15,50,
FO6267227,PN 65557,2022-01-05,2022-01-11,2022-01-11,2022-01-11,50,
FO6267270,PN 66030,2022-01-05,2022-01-12,2022-01-12,2022-01-12,50,
FO6267272,PN 68378,2022-01-05,2022-01-10,2022-01-10,2022-01-10,50,
FO6267277,PN 64576,2022-01-05,2022-01-12,2022-01-12,2022-01-12,50,
FO6267242,PN 68193,2022-01-05,2022-01-12,2022-01-12,2022-01-12,50,
FO6267269,PN 67377,2022-01-05,2022-01-12,2022-01-12,2022-01-12,50,
FO6267266,PN 64872,2022-01-05,2022-01-12,2022-01-12,2022-01-12,50,
FO6267267,PN 66831,2022-01-05,2022-01-11,2022-01-11,2022-01-11,50,
FO6267250,PN 63450,2022-01-05,2022-01-13,2022-01-13,2022-01-13,20,
FO6267260,PN 57024,2022-01-05,2022-01-11,2022-01-11,2022-01-12,24,
FO6267709,PN 52272,2022-01-05,2022-01-11,2022-01-11,2022-01-11,30,
FO6267702,PN 51555,2022-01-05,2022-01-11,2022-01-11,2022-01-11,30,
FO6267707,PN 55024,2022-01-05,2022-01-11,2022-01-11,2022-01-11,30,
FO6264257,PN 70536,2022-01-06,2022-01-14,2022-01-14,2022-01-15,1,
FO6264265,PN 61161,2022-01-06,2022-01-11,2022-01-11,2022-01-11,43,
FO6264227,PN 60710,2022-01-06,2022-01-11,2022-01-10,2022-01-10,4,
FO6264226,PN 53917,2022-01-06,2022-01-15,2022-01-15,2022-01-15,1,
FO6264229,PN 52789,2022-01-06,2022-01-11,2022-01-11,2022-01-11,1,
FO6264290,PN 55398,2022-01-06,2022-01-12,2022-01-12,2022-01-13,1,
FO6264299,PN 54062,2022-01-06,2022-01-14,2022-01-14,2022-01-14,2,
FO6264296,PN 59182,2022-01-06,2022-01-12,2022-01-12,2022-01-13,2,
FO6264295,PN 55873,2022-01-06,2022-01-11,2022-01-11,2022-01-12,6,
FO6264307,PN 55926,2022-01-06,2022-01-13,2022-01-13,2022-01-14,3,
FO6264302,PN 57590,2022-01-06,2022-01-11,2022-01-11,2022-01-11,20,
FO6264396,PN 58989,2022-01-06,2022-01-11,2022-01-11,2022-01-12,32,
FO6264399,PN 54159,2022-01-06,2022-01-12,2022-01-12,2022-01-12,4,
FO6264327,PN 56192,2022-01-06,2022-01-10,2022-01-10,2022-01-11,10,
FO6264326,PN 59476,2022-01-06,2022-01-12,2022-01-11,2022-01-11,6,
FO6264322,PN 55093,2022-01-06,2022-01-13,2022-01-13,2022-01-13,16,
FO6264343,PN 63131,2022-01-06,2022-01-18,,2022-01-14,1,
FO6264377,PN 62370,2022-01-06,2022-01-12,2022-01-12,2022-01-12,4,
FO6264367,PN 62927,2022-01-06,2022-01-13,2022-01-13,2022-01-13,1,
FO6264350,PN 62927,2022-01-06,2022-01-13,2022-01-13,2022-01-13,1,
FO6264357,PN 63013,2022-01-06,2022-01-13,2022-01-13,2022-01-13,4,
FO6264366,PN 61518,2022-01-06,2022-01-10,2022-01-10,2022-01-10,9,
FO6264369,PN 61069,2022-01-06,2022-01-13,2022-01-13,2022-01-13,216,
FO6264372,PN 60758,2022-01-06,2022-01-13,2022-01-13,2022-01-13,134,
FO6267777,PN 69096,2022-01-06,2022-01-12,2022-01-12,2022-01-12,50,
FO6267422,PN 69532,2022-01-06,2022-01-12,2022-01-12,2022-01-12,50,
FO6267426,PN 66462,2022-01-06,2022-01-13,2022-01-13,2022-01-13,50,
FO6267435,PN 68833,2022-01-06,2022-01-12,2022-01-12,2022-01-12,100,
FO6267722,PN 57159,2022-01-06,2022-01-12,2022-01-12,2022-01-12,94,
FO6266020,PN 57580,2022-01-07,2022-01-11,2022-01-11,2022-01-11,1,
FO6266029,PN 59504,2022-01-07,2022-01-13,2022-01-13,2022-01-13,1,
FO6266027,PN 59064,2022-01-07,2022-01-14,2022-01-13,2022-01-13,1,
FO6266025,PN 57098,2022-01-07,2022-01-13,2022-01-13,2022-01-13,1,
FO6266026,PN 58953,2022-01-07,2022-01-14,2022-01-13,2022-01-13,1,
FO6266022,PN 56300,2022-01-07,2022-01-12,2022-01-12,2022-01-12,2,
FO6266070,PN 55230,2022-01-07,2022-01-13,2022-01-13,2022-01-14,5,
FO6266079,PN 55748,2022-01-07,2022-01-13,2022-01-13,2022-01-13,3,
FO6266072,PN 58955,2022-01-07,2022-01-13,2022-01-13,2022-01-13,1,
FO6266077,PN 60193,2022-01-07,2022-01-14,2022-01-14,2022-01-14,8,
FO6266042,PN 52204,2022-01-07,2022-01-13,2022-01-13,2022-01-13,2,
FO6266060,PN 53881,2022-01-07,2022-01-11,2022-01-11,2022-01-11,36,
FO6266069,PN 57576,2022-01-07,2022-01-12,2022-01-12,2022-01-12,10,
FO6266067,PN 59204,2022-01-07,2022-01-12,2022-01-12,2022-01-13,5,
FO6266096,PN 68146,2022-01-07,2022-01-10,2022-01-10,2022-01-10,3,
FO6266900,PN 65825,2022-01-07,2022-01-10,2022-01-10,2022-01-10,5,
FO6266909,PN 66043,2022-01-07,2022-01-10,2022-01-10,2022-01-10,5,
FO6266979,PN 63409,2022-01-07,2022-01-14,2022-01-14,2022-01-14,24,
FO6266996,PN 64966,2022-01-07,2022-01-12,2022-01-10,2022-01-10,40,
FO6266995,PN 64997,2022-01-07,2022-01-13,2022-01-13,2022-01-13,40,
FO6266999,PN 64998,2022-01-07,2022-01-12,2022-01-10,2022-01-10,50,
FO6266969,PN 66427,2022-01-07,2022-01-13,2022-01-13,2022-01-13,50,
FO6266962,PN 64487,2022-01-07,2022-01-12,2022-01-10,2022-01-10,50,
FO6266966,PN 67055,2022-01-07,2022-01-13,2022-01-13,2022-01-13,50,
FO6266967,PN 69656,2022-01-07,2022-01-12,2022-01-11,2022-01-11,50,
FO6266959,PN 65877,2022-01-07,2022-01-13,2022-01-13,2022-01-13,50,
FO6266957,PN 65939,2022-01-07,2022-01-12,2022-01-10,2022-01-10,50,
FO6266956,PN 65787,2022-01-07,2022-01-14,2022-01-14,2022-01-14,50,
FO6266955,PN 67856,2022-01-07,2022-01-11,2022-01-10,2022-01-10,50,
FO6266960,PN 67539,2022-01-07,2022-01-12,2022-01-11,2022-01-11,50,
FO6266799,PN 69532,2022-01-07,2022-01-14,2022-01-14,2022-01-14,50,
FO6266792,PN 67720,2022-01-07,2022-01-12,2022-01-10,2022-01-10,50,
FO6266797,PN 64216,2022-01-07,2022-01-11,2022-01-10,2022-01-10,50,
FO6266796,PN 67539,2022-01-07,2022-01-11,2022-01-10,2022-01-10,50,
FO6266795,PN 66511,2022-01-07,2022-01-11,2022-01-10,2022-01-10,50,
FO6266790,PN 55585,2022-01-07,2022-01-12,2022-01-12,2022-01-12,96,
FO6266229,PN 55265,2022-01-07,2022-01-14,2022-01-14,2022-01-14,22,
FO6266222,PN 52944,2022-01-07,2022-01-13,2022-01-13,2022-01-14,72,
FO6266227,PN 56213,2022-01-07,2022-01-14,2022-01-14,2022-01-15,16,
FO6266226,PN 57965,2022-01-07,2022-01-13,2022-01-13,2022-01-14,20,
FO6266270,PN 52621,2022-01-07,2022-01-13,2022-01-12,2022-01-13,10,
FO6266279,PN 58036,2022-01-07,2022-01-12,2022-01-12,2022-01-12,10,
FO6266272,PN 55383,2022-01-07,2022-01-14,2022-01-14,2022-01-15,3,
FO6266277,PN 56141,2022-01-07,2022-01-14,2022-01-13,2022-01-13,96,
FO6266242,PN 58772,2022-01-07,2022-01-12,2022-01-12,2022-01-12,96,
FO6266243,PN 58772,2022-01-07,2022-01-12,2022-01-12,2022-01-12,96,
FO6266266,PN 58876,2022-01-07,2022-01-11,2022-01-11,2022-01-11,30,
FO6266265,PN 56148,2022-01-07,2022-01-11,2022-01-11,2022-01-11,30,
FO6266262,PN 52058,2022-01-07,2022-01-14,2022-01-14,2022-01-14,1,
FO6266779,PN 55001,2022-01-10,2022-01-14,2022-01-14,2022-01-14,4,
FO6266629,PN 69001,2022-01-10,2022-01-11,2022-01-11,2022-01-11,5,
FO6266690,PN 64524,2022-01-10,2022-01-11,2022-01-10,2022-01-10,5,
FO6266699,PN 66660,2022-01-10,2022-01-12,2022-01-11,2022-01-11,30,
FO6266696,PN 63824,2022-01-10,2022-01-14,2022-01-14,2022-01-14,50,
FO6266695,PN 65477,2022-01-10,2022-01-12,2022-01-11,2022-01-11,50,
FO6266679,PN 65787,2022-01-10,2022-01-14,2022-01-14,2022-01-14,50,
FO6266520,PN 56753,2022-01-10,2022-01-15,2022-01-15,2022-01-15,2,
FO6266529,PN 58136,2022-01-10,2022-01-13,2022-01-13,2022-01-13,3,
FO6266527,PN 58553,2022-01-10,2022-01-12,2022-01-12,2022-01-12,5,
FO6266526,PN 51877,2022-01-10,2022-01-14,2022-01-14,2022-01-14,24,
FO6266525,PN 58479,2022-01-10,2022-01-14,2022-01-14,2022-01-15,9,
FO6266570,PN 58143,2022-01-10,2022-01-15,2022-01-15,2022-01-15,96,
FO6266572,PN 56446,2022-01-10,2022-01-12,2022-01-12,2022-01-13,5,
FO6266542,PN 56468,2022-01-10,2022-01-12,2022-01-12,2022-01-12,32,
FO6266522,PN 67539,2022-01-10,2022-01-12,2022-01-11,2022-01-11,50,
FO6266599,PN 64916,2022-01-10,2022-01-15,2022-01-15,2022-01-15,50,
FO6266579,PN 67603,2022-01-10,2022-01-12,2022-01-11,2022-01-11,50,
FO6266595,PN 66929,2022-01-10,2022-01-13,2022-01-11,2022-01-11,50,
FO6266596,PN 67669,2022-01-10,2022-01-14,2022-01-14,2022-01-14,50,
FO6266606,PN 69532,2022-01-10,2022-01-14,2022-01-14,2022-01-14,50,
FO6266605,PN 67720,2022-01-10,2022-01-13,2022-01-11,2022-01-11,50,
FO6266607,PN 67539,2022-01-10,2022-01-13,2022-01-12,2022-01-12,50,
FO6266602,PN 66511,2022-01-10,2022-01-13,2022-01-12,2022-01-12,50,
FO6266620,PN 67892,2022-01-10,2022-01-11,2022-01-11,2022-01-11,40,
FO6266622,PN 67813,2022-01-10,2022-01-11,2022-01-11,2022-01-11,5,
FO6266626,PN 63939,2022-01-10,2022-01-12,2022-01-11,2022-01-11,50,
FO6266625,PN 63723,2022-01-10,2022-01-13,2022-01-11,2022-01-11,50,
FO6266672,PN 59310,2022-01-10,2022-01-17,,2022-01-14,1,
FO6266660,PN 51837,2022-01-10,2022-01-12,2022-01-12,2022-01-13,96,
FO6266669,PN 54545,2022-01-10,2022-01-14,2022-01-14,2022-01-14,79,
FO6266662,PN 54545,2022-01-10,2022-01-14,2022-01-14,2022-01-14,92,
FO6266667,PN 54545,2022-01-10,2022-01-17,,2022-01-15,81,
FO6266659,PN 58906,2022-01-10,2022-01-14,2022-01-14,2022-01-14,64,
FO6266657,PN 52312,2022-01-10,2022-01-13,2022-01-13,2022-01-14,95,
FO6266656,PN 52493,2022-01-10,2022-01-13,2022-01-13,2022-01-13,96,
FO6266652,PN 58709,2022-01-10,2022-01-15,2022-01-15,2022-01-15,72,
FO6266666,PN 60569,2022-01-10,2022-01-11,2022-01-11,2022-01-11,60,
FO6266709,PN 61851,2022-01-10,2022-01-25,,2022-01-14,250,
FO6265967,PN 65506,2022-01-11,2022-01-13,2022-01-11,2022-01-11,4,
FO6265962,PN 64240,2022-01-11,2022-01-12,2022-01-12,2022-01-12,4,
FO6265969,PN 67558,2022-01-11,2022-01-12,2022-01-11,2022-01-11,10,
FO6265950,PN 68093,2022-01-11,2022-01-11,2022-01-11,2022-01-11,10,
FO6265959,PN 67033,2022-01-11,2022-01-11,2022-01-11,2022-01-11,2,
FO6265952,PN 63510,2022-01-11,2022-01-14,2022-01-14,2022-01-14,24,
FO6265957,PN 63661,2022-01-11,2022-01-13,2022-01-13,2022-01-13,20,
FO6265960,PN 59592,2022-01-11,2022-01-14,2022-01-14,2022-01-14,1,
FO6265966,PN 58064,2022-01-11,2022-01-13,2022-01-13,2022-01-14,3,
