Part,ProcType,Business Area,Production Area,Planner,Buyer,Work Centre,Box Qty,SLoc,ABC *, Std Cost , Std HRS 
PN 51547,Make,BA 001,PROD 1001,MRP 002,,WC028,,SL009,C, 19.67 , 1.357 
PN 51546,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 19.67 , 13.422 
PN 51550,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,, 19.67 , 7.331 
PN 63384,Make,BA 002,PROD 2002,MRP 001,,WC001,,SL009,, 19.67 , 3.492 
PN 63786,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 19.66 ,
PN 50018,Buy,BA 003,PROD 3002,,BYR 001,,,SL006,, 19.66 ,
PN 70595,Buy,,,,BYR 002,,,,, 19.66 ,
PN 51552,Make,BA 001,PROD 1001,MRP 001,,WC023,,SL009,C, 19.66 , 12.110 
PN 51553,Make,BA 001,PROD 1001,MRP 007,,WC014,,SL009,A, 19.66 , 3.714 
PN 63784,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 19.66 , 14.086 
PN 63785,Make,BA 002,PROD 2003,MRP 002,,WC002,,SL008,, 19.66 , 12.441 
PN 51554,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 19.65 ,
PN 61114,Buy,BA 001,PROD 1003,,BYR 005,,,SL006,, 19.65 ,
PN 62188,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 19.65 ,
PN 63385,Buy,BA 002,PROD 2002,,BYR 001,,,SL008,, 19.65 ,
PN 63790,Buy,BA 002,PROD 2003,,BYR 007,,,SL006,, 19.65 ,
PN 61115,Make,BA 001,PROD 1003,MRP 005,,WC039,10,SL009,A, 19.65 , 2.654 
PN 51558,Make,BA 001,PROD 1001,MRP 006,,WC027,,SL009,C, 19.65 , 3.563 
PN 51556,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 19.65 , 14.873 
PN 51560,Make,BA 001,PROD 1001,MRP 009,,WC017,,SL009,C, 19.65 , 0.972 
PN 51557,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 19.65 , 6.029 
PN 51559,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,, 19.65 , -   
PN 63791,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 19.65 , 14.108 
PN 63787,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL009,, 19.65 , 6.019 
PN 63789,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 19.65 , 10.319 
PN 63788,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.65 , 5.720 
PN 51566,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 19.64 ,
PN 51563,Make,BA 001,PROD 1001,MRP 008,,WC018,,SL009,C, 19.64 , 17.796 
PN 51562,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 19.64 , 8.688 
PN 51564,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,, 19.64 , 18.483 
PN 51571,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.63 ,
PN 51572,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 19.63 ,
PN 51573,Buy,BA 001,PROD 1001,,BYR 003,,,SL006,, 19.63 ,
PN 61116,Buy,BA 001,PROD 1003,,BYR 007,,,SL006,, 19.63 ,
PN 63796,Buy,BA 002,PROD 2003,,BYR 003,,,SL006,, 19.63 ,
PN 69772,Buy,BA 002,PROD 2004,,BYR 009,,,SL006,, 19.63 ,
PN 63797,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 19.63 , 13.549 
PN 63794,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 19.63 , 10.730 
PN 63795,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 19.63 , 11.800 
PN 63792,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 19.63 , 10.845 
PN 63793,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.63 , 15.004 
PN 63798,Buy,BA 002,PROD 2003,,BYR 005,,,SL006,, 19.62 ,
PN 50019,Buy,BA 003,PROD 3002,,BYR 006,,,SL008,, 19.62 ,
PN 70596,Buy,,,,BYR 005,,,,, 19.62 ,
PN 51576,Make,BA 001,PROD 1001,MRP 002,,WC034,,SL009,C, 19.62 , 8.469 
PN 51574,Make,BA 001,PROD 1001,MRP 004,,WC018,,SL009,C, 19.62 , 2.087 
PN 51575,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 19.62 , 3.993 
PN 51577,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 19.62 , 17.674 
PN 63799,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 19.62 , 4.895 
PN 63800,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 19.62 , 13.759 
PN 63801,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 19.62 , 16.368 
PN 51579,Buy,BA 001,PROD 1001,,BYR 006,,,SL009,, 19.61 ,
PN 60730,Buy,BA 001,PROD 1002,,BYR 003,,,SL008,, 19.61 ,
PN 70597,Buy,,,,BYR 002,,,,, 19.61 ,
PN 61117,Make,BA 001,PROD 1003,MRP 001,,WC039,10,SL009,C, 19.61 , 8.309 
PN 51580,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 19.61 , 7.449 
PN 51583,Buy,BA 001,PROD 1001,,BYR 009,,,SL008,, 19.60 ,
PN 51584,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 19.60 ,
PN 62189,Buy,BA 002,PROD 2001,,BYR 007,,,SL006,, 19.60 ,
PN 69773,Buy,BA 002,PROD 2004,,BYR 001,,,SL008,, 19.60 ,
PN 50021,Buy,BA 003,PROD 3002,,BYR 004,,,,, 19.60 ,
PN 70598,Buy,,,,BYR 008,,,,, 19.60 ,
PN 51581,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 19.60 , 4.777 
PN 63807,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 19.60 , 19.421 
PN 63808,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 19.60 , 16.055 
PN 63802,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.60 , 17.753 
PN 63803,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.60 , 4.656 
PN 63804,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.60 , 11.045 
PN 63805,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,C, 19.60 , 13.295 
PN 63806,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 19.60 , 3.611 
PN 51594,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.59 ,
PN 62190,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 19.59 ,
PN 69774,Buy,BA 002,PROD 2004,,BYR 005,,,SL008,, 19.59 ,
PN 50022,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 19.59 ,
PN 70599,Buy,,,,BYR 009,,,,, 19.59 ,
PN 51591,Make,BA 001,PROD 1001,MRP 005,,WC034,,SL009,C, 19.59 , 14.976 
PN 51596,Make,BA 001,PROD 1001,MRP 007,,WC017,,SL009,C, 19.59 , 5.321 
PN 51597,Make,BA 001,PROD 1001,MRP 004,,WC017,,SL009,C, 19.59 , 15.292 
PN 51592,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,C, 19.59 , 0.571 
PN 51595,Make,BA 001,PROD 1001,MRP 005,,WC014,,SL009,A, 19.59 , 1.895 
PN 51585,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 19.59 , 8.703 
PN 51586,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 19.59 , 12.324 
PN 51587,Make,BA 001,PROD 1001,MRP 009,,WC013,,SL009,C, 19.59 , 8.486 
PN 51588,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 19.59 , 17.761 
PN 63809,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.59 , 19.900 
PN 63810,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 19.59 , 3.457 
PN 69775,Buy,BA 002,PROD 2004,,BYR 007,,,SL006,, 19.58 ,
PN 70600,Buy,,,,BYR 005,,,,, 19.58 ,
PN 61118,Make,BA 001,PROD 1003,MRP 006,,WC039,20,SL009,B, 19.58 , 13.970 
PN 51600,Make,BA 001,PROD 1001,MRP 001,,WC017,,SL009,C, 19.58 , 17.302 
PN 51598,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 19.58 , 9.384 
PN 63811,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 19.58 , 5.645 
PN 62191,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 19.57 ,
PN 69776,Buy,BA 002,PROD 2004,,BYR 007,,,SL006,, 19.57 ,
PN 50023,Buy,BA 003,PROD 3002,,BYR 003,,,SL006,, 19.57 ,
PN 51601,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 19.57 , 19.729 
PN 51602,Make,BA 001,PROD 1001,MRP 009,,WC018,,SL009,C, 19.57 , 18.800 
PN 51604,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,C, 19.57 , 10.411 
PN 63813,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 19.57 , 15.891 
PN 63814,Make,BA 002,PROD 2003,MRP 009,,WC004,,SL006,, 19.57 , 11.254 
PN 63812,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 19.57 , 14.384 
PN 61119,Buy,BA 001,PROD 1003,,BYR 007,,,SL006,, 19.56 ,
PN 62192,Buy,BA 002,PROD 2001,,BYR 005,,,SL008,, 19.56 ,
PN 63818,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 19.56 ,
PN 69777,Buy,BA 002,PROD 2004,,BYR 009,,,SL008,, 19.56 ,
PN 51607,Make,BA 001,PROD 1001,MRP 001,,WC034,,SL009,C, 19.56 , 7.235 
PN 51608,Make,BA 001,PROD 1001,MRP 004,,WC025,,SL009,C, 19.56 , 0.005 
PN 51606,Make,BA 001,PROD 1001,MRP 004,,WC023,,SL009,C, 19.56 , 3.590 
PN 63815,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 19.56 , 9.130 
PN 63816,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 19.56 , 8.171 
PN 63817,Make,BA 002,PROD 2003,MRP 007,,WC002,,SL006,, 19.56 , 2.539 
PN 62193,Buy,BA 002,PROD 2001,,BYR 005,,,SL006,, 19.55 ,
PN 50024,Buy,BA 003,PROD 3002,,BYR 002,,,,, 19.55 ,
PN 50025,Buy,BA 003,PROD 3002,,BYR 005,,,,, 19.55 ,
PN 61120,Make,BA 001,PROD 1003,MRP 007,,WC039,6,SL009,A, 19.55 , 2.156 
PN 51609,Make,BA 001,PROD 1001,MRP 005,,WC034,,SL009,C, 19.55 , 9.334 
PN 51610,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 19.55 , 16.141 
PN 63819,Make,BA 002,PROD 2003,MRP 003,,WC003,,SL006,, 19.55 , 8.157 
PN 50026,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 19.54 ,
PN 70601,Buy,,,,BYR 004,,,,, 19.54 ,
PN 61121,Make,BA 001,PROD 1003,MRP 006,,WC039,1,SL009,C, 19.54 , 16.985 
PN 51613,Make,BA 001,PROD 1001,MRP 002,,WC027,,SL009,NPI, 19.54 , 9.817 
PN 51612,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 19.54 , 7.523 
PN 63821,Make,BA 002,PROD 2003,MRP 008,,WC004,,SL006,, 19.54 , 19.166 
PN 63820,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 19.54 , 14.753 
PN 51617,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 19.53 ,
PN 62194,Buy,BA 002,PROD 2001,,BYR 004,,,SL006,, 19.53 ,
PN 63822,Buy,BA 002,PROD 2003,,BYR 008,,,SL008,, 19.53 ,
PN 61122,Make,BA 001,PROD 1003,MRP 005,,WC039,10,SL009,C, 19.53 , 13.536 
PN 51616,Make,BA 001,PROD 1001,MRP 001,,WC015,,SL009,C, 19.53 , 8.974 
PN 51615,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 19.53 , 16.859 
PN 63823,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.53 , 10.670 
PN 63824,Make,BA 002,PROD 2003,MRP 004,,WC003,,SL009,, 19.53 , 10.628 
PN 51619,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 19.52 ,
PN 63825,Buy,BA 002,PROD 2003,,BYR 007,,,SL008,, 19.52 ,
PN 51618,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 19.52 , 19.964 
PN 63826,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.52 , 13.482 
PN 63827,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 19.52 , 16.082 
PN 51627,Buy,BA 001,PROD 1001,,BYR 002,,,SL006,, 19.51 ,
PN 51628,Buy,BA 001,PROD 1001,,BYR 007,,,SL008,, 19.51 ,
PN 60731,Buy,BA 001,PROD 1002,,BYR 001,,,SL008,, 19.51 ,
PN 62195,Buy,BA 002,PROD 2001,,BYR 007,,,SL006,, 19.51 ,
PN 50027,Buy,BA 003,PROD 3002,,BYR 008,,,SL008,, 19.51 ,
PN 60732,Make,BA 001,PROD 1002,MRP 003,,WC041,,SL009,NPI, 19.51 , 10.910 
PN 51623,Make,BA 001,PROD 1001,MRP 001,,WC034,,SL009,C, 19.51 , 4.660 
PN 51622,Make,BA 001,PROD 1001,MRP 006,,WC018,,SL009,C, 19.51 , 0.512 
PN 51624,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,, 19.51 , 18.691 
PN 51621,Make,BA 001,PROD 1001,MRP 006,,WC013,,SL009,C, 19.51 , 14.080 
PN 63828,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 19.51 , 4.400 
PN 63829,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 19.51 , 3.599 
PN 63830,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.51 , 15.290 
PN 51630,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 19.50 ,
PN 51631,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 19.50 ,
PN 51636,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 19.50 ,
PN 51637,Buy,BA 001,PROD 1001,,BYR 006,,,SL006,, 19.50 ,
PN 61123,Buy,BA 001,PROD 1003,,BYR 006,,,SL006,, 19.50 ,
PN 50028,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 19.50 ,
PN 51632,Make,BA 001,PROD 1001,MRP 004,,WC028,,SL009,C, 19.50 , 16.786 
PN 51633,Make,BA 001,PROD 1001,MRP 001,,WC018,,SL009,C, 19.50 , 16.608 
PN 51634,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,, 19.50 , 18.084 
PN 63833,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 19.50 , 0.004 
PN 63834,Make,BA 002,PROD 2003,MRP 007,,WC004,,SL006,, 19.50 , 7.908 
PN 63831,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.50 , 10.596 
PN 63832,Make,BA 002,PROD 2003,MRP 004,,WC002,,SL006,, 19.50 , 16.507 
PN 62196,Buy,BA 002,PROD 2001,,BYR 001,,,SL008,, 19.49 ,
PN 63835,Buy,BA 002,PROD 2003,,BYR 007,,,SL008,, 19.49 ,
PN 63838,Buy,BA 002,PROD 2003,,BYR 001,,,SL006,, 19.49 ,
PN 63840,Buy,BA 002,PROD 2003,,BYR 003,,,SL006,, 19.49 ,
PN 69778,Buy,BA 002,PROD 2004,,BYR 006,,,SL008,, 19.49 ,
PN 50029,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 19.49 ,
PN 51638,Make,BA 001,PROD 1001,MRP 002,,WC018,,SL009,C, 19.49 , 14.694 
PN 51639,Make,BA 001,PROD 1001,MRP 009,,WC015,,SL009,C, 19.49 , 1.325 
PN 63837,Make,BA 002,PROD 2003,MRP 006,,WC003,,SL009,, 19.49 , 1.947 
PN 63839,Make,BA 002,PROD 2003,MRP 002,,WC003,,SL009,, 19.49 , 15.932 
PN 63836,Make,BA 002,PROD 2003,MRP 009,,WC002,,SL006,, 19.49 , 11.224 
PN 51641,Buy,BA 001,PROD 1001,,BYR 007,,,SL006,, 19.48 ,
PN 51643,Buy,BA 001,PROD 1001,,BYR 009,,,SL009,, 19.48 ,
PN 51646,Buy,BA 001,PROD 1001,,BYR 002,,,SL008,, 19.48 ,
PN 51647,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 19.48 ,
PN 62198,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 19.48 ,
PN 63841,Buy,BA 002,PROD 2003,,BYR 009,,,SL008,, 19.48 ,
PN 51644,Make,BA 001,PROD 1001,MRP 004,,WC028,,SL009,C, 19.48 , 4.852 
PN 51645,Make,BA 001,PROD 1001,MRP 007,,WC015,,SL009,, 19.48 , 11.974 
PN 63842,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 19.48 , 4.357 
PN 51650,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.47 ,
PN 51651,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 19.47 ,
PN 61124,Buy,BA 001,PROD 1003,,BYR 005,,,SL008,, 19.47 ,
PN 62199,Buy,BA 002,PROD 2001,,BYR 001,,,SL006,, 19.47 ,
PN 62200,Buy,BA 002,PROD 2001,,BYR 006,,,SL008,, 19.47 ,
PN 63846,Buy,BA 002,PROD 2003,,BYR 003,,,SL006,, 19.47 ,
PN 51259,Buy,BA 003,PROD 3001,,BYR 003,,,SL006,, 19.47 ,
PN 51260,Buy,BA 003,PROD 3001,,BYR 002,,,SL008,, 19.47 ,
PN 51649,Make,BA 001,PROD 1001,MRP 008,,WC027,,SL009,C, 19.47 , 15.739 
PN 63847,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 19.47 , 2.775 
PN 63844,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.47 , 15.965 
PN 63845,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 19.47 , 18.877 
PN 63843,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 19.47 , 9.197 
PN 51653,Buy,BA 001,PROD 1001,,BYR 005,,,SL006,, 19.46 ,
PN 63848,Buy,BA 002,PROD 2003,,BYR 003,,,SL008,, 19.46 ,
PN 69779,Buy,BA 002,PROD 2004,,BYR 005,,,SL006,, 19.46 ,
PN 51654,Make,BA 001,PROD 1001,MRP 001,,WC025,,SL009,C, 19.46 , 1.584 
PN 63850,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 19.46 , 0.032 
PN 63386,Buy,BA 002,PROD 2002,,BYR 004,,,SL006,, 19.45 ,
PN 63851,Buy,BA 002,PROD 2003,,BYR 002,,,SL008,, 19.45 ,
PN 63854,Buy,BA 002,PROD 2003,,BYR 005,,,SL006,, 19.45 ,
PN 69780,Buy,BA 002,PROD 2004,,BYR 002,,,SL008,, 19.45 ,
PN 50030,Buy,BA 003,PROD 3002,,BYR 008,,,SL006,, 19.45 ,
PN 60733,Make,BA 001,PROD 1002,MRP 004,,WC041,,SL006,NPI, 19.45 , 13.866 
PN 69781,Make,BA 002,PROD 2004,MRP 005,,WC007,,SL009,, 19.45 , 6.333 
PN 63855,Make,BA 002,PROD 2003,MRP 004,,WC004,,SL006,, 19.45 , 18.221 
PN 63852,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 19.45 , 5.516 
PN 63853,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 19.45 , 2.850 
PN 51658,Make,BA 001,PROD 1001,MRP 002,,WC034,,SL009,B, 19.44 , 7.275 
PN 51659,Make,BA 001,PROD 1001,MRP 004,,WC031,,SL009,B, 19.44 , 15.765 
PN 51657,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 19.44 , 8.508 
PN 63856,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 19.44 , 17.164 
PN 62201,Buy,BA 002,PROD 2001,,BYR 007,,,SL008,, 19.43 ,
PN 63387,Buy,BA 002,PROD 2002,,BYR 009,,,SL006,, 19.43 ,
PN 70604,Buy,,,,BYR 003,,,,, 19.43 ,
PN 51663,Make,BA 001,PROD 1001,MRP 008,,WC023,,SL009,C, 19.43 , 18.465 
PN 51662,Make,BA 001,PROD 1001,MRP 008,,WC015,,SL009,C, 19.43 , 8.289 
PN 51664,Make,BA 001,PROD 1001,MRP 008,,WC013,,SL009,B, 19.43 , 6.970 
PN 63857,Make,BA 002,PROD 2003,MRP 003,,WC002,,SL006,, 19.43 , 6.660 
PN 51667,Buy,BA 001,PROD 1001,,BYR 002,,,SL009,, 19.42 ,
PN 51670,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.42 ,
PN 63858,Buy,BA 002,PROD 2003,,BYR 008,,,SL006,, 19.42 ,
PN 50031,Buy,BA 003,PROD 3002,,BYR 006,,,SL006,, 19.42 ,
PN 50032,Buy,BA 003,PROD 3002,,BYR 002,,,,, 19.42 ,
PN 51668,Make,BA 001,PROD 1001,MRP 006,,WC028,,SL009,B, 19.42 , 1.680 
PN 51666,Make,BA 001,PROD 1001,MRP 006,,WC026,,SL009,B, 19.42 , 3.303 
PN 51669,Make,BA 001,PROD 1001,MRP 002,,WC015,,SL009,, 19.42 , 12.880 
PN 63862,Make,BA 002,PROD 2003,MRP 002,,WC004,,SL008,, 19.42 , 11.464 
PN 63863,Make,BA 002,PROD 2003,MRP 005,,WC004,,SL006,, 19.42 , 8.065 
PN 63859,Make,BA 002,PROD 2003,MRP 009,,WC003,,SL009,, 19.42 , 1.177 
PN 63860,Make,BA 002,PROD 2003,MRP 001,,WC003,,SL009,, 19.42 , 3.182 
PN 63861,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.42 , 9.026 
PN 51675,Buy,BA 001,PROD 1001,,BYR 004,,,SL006,, 19.41 ,
PN 63864,Buy,BA 002,PROD 2003,,BYR 006,,,SL006,, 19.41 ,
PN 50033,Buy,BA 003,PROD 3002,,BYR 009,,,SL008,, 19.41 ,
PN 61125,Make,BA 001,PROD 1003,MRP 007,,WC039,1,SL009,B, 19.41 , 18.050 
PN 51673,Make,BA 001,PROD 1001,MRP 004,,WC016,,SL009,C, 19.41 , 12.780 
PN 51672,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,B, 19.41 , 17.223 
PN 63865,Make,BA 002,PROD 2003,MRP 003,,WC004,,SL006,, 19.41 , 19.901 
PN 51677,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 19.40 ,
PN 51678,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.40 ,
PN 51679,Buy,BA 001,PROD 1001,,BYR 003,,,SL008,, 19.40 ,
PN 61127,Buy,BA 001,PROD 1003,,BYR 006,,,,, 19.40 ,
PN 62202,Buy,BA 002,PROD 2001,,BYR 004,,,SL008,, 19.40 ,
PN 61126,Make,BA 001,PROD 1003,MRP 007,,WC039,100,SL009,C, 19.40 , 3.799 
PN 51676,Make,BA 001,PROD 1001,MRP 007,,WC021,,SL009,C, 19.40 , 3.683 
PN 63866,Make,BA 002,PROD 2003,MRP 001,,WC004,,SL006,, 19.40 , 17.451 
PN 63867,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.40 , 8.088 
PN 51682,Buy,BA 001,PROD 1001,,BYR 004,,,SL009,, 19.39 ,
PN 51683,Buy,BA 001,PROD 1001,,BYR 009,,,SL006,, 19.39 ,
PN 61129,Buy,BA 001,PROD 1003,,BYR 009,,,SL006,, 19.39 ,
PN 69782,Buy,BA 002,PROD 2004,,BYR 009,,,SL006,, 19.39 ,
PN 61128,Make,BA 001,PROD 1003,MRP 001,,WC039,30,SL009,C, 19.39 , 19.244 
PN 51681,Make,BA 001,PROD 1001,MRP 004,,WC013,,SL009,C, 19.39 , 12.119 
PN 63869,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.39 , 18.099 
PN 63868,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 19.39 , 4.293 
PN 51692,Buy,BA 001,PROD 1001,,BYR 001,,,SL006,, 19.38 ,
PN 61130,Buy,BA 001,PROD 1003,,BYR 001,,,SL008,, 19.38 ,
PN 63876,Buy,BA 002,PROD 2003,,BYR 004,,,SL006,, 19.38 ,
PN 51691,Make,BA 001,PROD 1001,MRP 006,,WC026,,SL009,A, 19.38 , 5.526 
PN 51688,Make,BA 001,PROD 1001,MRP 006,,WC023,,SL009,C, 19.38 , 15.948 
PN 51687,Make,BA 001,PROD 1001,MRP 006,,WC015,,SL009,C, 19.38 , 18.523 
PN 51689,Make,BA 001,PROD 1001,MRP 004,,WC015,,SL009,C, 19.38 , 14.639 
PN 51684,Make,BA 001,PROD 1001,MRP 007,,WC013,,SL009,C, 19.38 , 11.571 
PN 51685,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 19.38 , 10.625 
PN 51690,Make,BA 001,PROD 1001,MRP 005,,WC013,,SL009,C, 19.38 , 13.371 
PN 63874,Make,BA 002,PROD 2003,MRP 005,,WC003,,SL009,, 19.38 , 19.484 
PN 63875,Make,BA 002,PROD 2003,MRP 008,,WC003,,SL009,, 19.38 , 17.804 
PN 63871,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.38 , 14.312 
PN 63872,Make,BA 002,PROD 2003,MRP 006,,WC002,,SL006,, 19.38 , 15.473 
PN 63873,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.38 , 5.683 
PN 51695,Buy,BA 001,PROD 1001,,BYR 006,,,SL008,, 19.37 ,
PN 51696,Buy,BA 001,PROD 1001,,BYR 004,,,SL008,, 19.37 ,
PN 50034,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 19.37 ,
PN 51693,Make,BA 001,PROD 1001,MRP 003,,WC013,,SL009,C, 19.37 , 11.811 
PN 51694,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 19.37 , 4.184 
PN 63878,Make,BA 002,PROD 2003,MRP 007,,WC003,,SL009,, 19.37 , 13.730 
PN 63877,Make,BA 002,PROD 2003,MRP 005,,WC002,,SL006,, 19.37 , 16.411 
PN 51701,Buy,BA 001,PROD 1001,,BYR 001,,,SL008,, 19.36 ,
PN 69783,Buy,BA 002,PROD 2004,,BYR 001,,,SL008,, 19.36 ,
PN 50035,Buy,BA 003,PROD 3002,,BYR 005,,,SL008,, 19.36 ,
PN 50036,Buy,BA 003,PROD 3002,,BYR 003,,,SL008,, 19.36 ,
PN 61131,Make,BA 001,PROD 1003,MRP 005,,WC039,50,SL009,A, 19.36 , 18.274 
PN 51700,Make,BA 001,PROD 1001,MRP 008,,WC034,,SL009,C, 19.36 , 1.326 
PN 51697,Make,BA 001,PROD 1001,MRP 003,,WC027,,SL009,C, 19.36 , 19.600 
PN 51699,Make,BA 001,PROD 1001,MRP 005,,WC015,,SL009,C, 19.36 , 11.138 
PN 51698,Make,BA 001,PROD 1001,MRP 002,,WC013,,SL009,C, 19.36 , 1.487 
PN 63879,Make,BA 002,PROD 2003,MRP 008,,WC002,,SL006,, 19.36 , 7.387 
PN 63881,Make,BA 002,PROD 2003,MRP 001,,WC002,,SL006,, 19.36 , 4.083 
